# Chinese lookup aliases | English gloss
# The user-facing input scheme outputs Simplified Chinese only.
# Derived from CC-CEDICT, published by MDBG.
# License: CC BY-SA 4.0 https://creativecommons.org/licenses/by-sa/4.0/
# Source date: 2026-08-23T06:21:07Z
創造者	creator
創造論	creationism (religion)
剷	to scrape the ground with a spade (to make it level or to remov…
剷平	to level the ground (with a hoe, shovel etc); to raze (a buildi…
剷除	to root out; to eradicate; to sweep away; to abolish
剸	slash
剹	to peel with a knife; old variant of 戮[lu4]
剺	mark
剽	to rob; swift
剽悍	swift and fierce
剽窃	to plunder; to plagiarize
剽竊	to plunder; to plagiarize
剿	to plagiarize; to destroy
剿匪	to send armed forces to suppress
剿滅	to eliminate (by armed force)
剿灭	to eliminate (by armed force)
剿袭	variant of 抄襲|抄袭[chao1 xi2]
剿襲	variant of 抄襲|抄袭[chao1 xi2]
剿說	to plagiarize
剿说	to plagiarize
劀	(archaic) to scrape away decayed flesh or pus
劁	to neuter livestock
劂	used in 剞劂[ji1 jue2]
劃	to cut; to slash
劃一	uniform; to standardize
劃一不二	fixed; unalterable
劃下	to underline; to mark
劃位	(Tw) to divide up an area; to assign a spot; to allocate a seat
劃傷	to damage by scratching; to gash
劃價	to price (medical prescription)
劃分	to divide up; to partition
劃切	to slice; to dice
劃十字	variant of 畫十字|画十字[hua4 shi2 zi4]
劃圓防守	to counter (a stroke in fencing)
劃定	to demarcate; to delimit
劃掉	to cross out; to cross off
劃撥	to assign; to allocate
劃時代	epoch-marking
劃歸	to incorporate; to put under (external administration)
劃清	to make a clear distinction; to differentiate clearly
劃痕	a scratch
劃破	to cut open; to rip
劃等號	variant of 畫等號|画等号[hua4 deng3 hao4]
劃線	to delineate; to draw a line
劃線板	ruler (used for drawing lines)
劃花	engraving (on porcelain etc)
劃過	(of a meteor etc) to streak across (the sky)
劃重點	to highlight or underline an important point
劄	to prick with a needle; variant of 札[zha2]
劇	theatrical work (play, opera, TV series etc)
劇作家	playwright
劇團	theatrical troupe
劇場	theater
劇增	dramatic increase
劇壇	the world of Chinese opera; theatrical circles
劇情	story line; plot
劇本	script; screenplay; scenario; libretto
劇本殺	murder mystery game (role-playing game)
劇毒	highly toxic; extremely poisonous
劇烈	violent; acute; severe; fierce
劇照	photo taken during a theatrical production
劇痛	acute pain; sharp pain
劇目	theatrical piece (play or opera); repertoire
劇社	theater company
劇終	The End (appearing at the end of a movie etc)
劇組	cast and crew; performers and production team
劇荒	(neologism, attested by 2016) TV drama drought; nothing good to…
劇變	to change dramatically; radical change
劇透	plot leak; spoiler
劇院	theater
劇集	(serialized TV or Internet drama) show; series
劈	to hack; to chop
劈叉	the splits (move in dancing); to do the splits
劈哩啪啦	variant of 噼里啪啦[pi1 li5 pa1 la1]
劈啪	(onom.) for crack, slap, clap, clatter etc
劈头	straight away; right off the bat
劈头盖脸	lit. splitting the head and covering the face (idiom); fig. pel…
劈开	to cleave; to split open
劈情操	to have a friendly chat (Shanghai)
劈手	with a lightning move of the hand
劈挂拳	Piguaquan "Chop-Hanging Fist" (Chinese Martial Art)
劈掛拳	Piguaquan "Chop-Hanging Fist" (Chinese Martial Art)
劈柴	to chop firewood; to split logs
劈理	(mining) cleavage
劈离	split
劈空扳害	damaged by groundless slander (idiom)
劈脸	right in the face
劈腿	to do the splits (gymnastics)
劈臉	right in the face
劈裂	to split open; to cleave
劈里啪啦	variant of 噼里啪啦[pi1 li5 pa1 la1]
劈開	to cleave; to split open
劈離	split
劈面	right in the face
劈頭	straight away; right off the bat
劈頭蓋臉	lit. splitting the head and covering the face (idiom); fig. pel…
劉	(classical) a type of battle-ax; to kill
劉伯溫	Liu Bowen (1311–1375), general under the first Ming emperor Zhu…
劉備	Liu Bei (161-223), warlord at the end of the Han dynasty and fo…
劉光第	Liu Guangdi (1859-1898), one of the Six Gentlemen Martyrs 戊戌六君子…
劉公島	Liugong island in the Yellow sea
劉厚總	Liu Houzong (1904-1949), originally Hunan guerilla leader, rewa…
劉向	Liu Xiang (77-6 BC), Han Dynasty scholar and author
劉基	Liu Ji or Liu Bowen 劉伯溫|刘伯温[Liu2 Bo2 wen1] (1311-1375), general…
劉天華	Liu Tianhua (1895-1932), Chinese musician and composer
劉奭	Liu Shi, personal name of Han Emperor Yuandi 漢元帝|汉元帝[Han4 Yuan2…
劉姥姥進大觀園	Granny Liu visits the Grand View gardens
劉安	Liu An (179-122 BC), King of Huainan under the Western Han, ord…
劉宋	Song of the Southern dynasties 南朝宋 (420-479), with capital at N…
劉宋時代	Song of the Southern dynasties (420-479), with capital at Nanji…
劉家輝	Gordon Liu (1955-), Hong Kong action actor
劉少奇	Liu Shaoqi (1898-1969), Chinese communist leader, a martyr of t…
劉師培	Liu Shipei (1884-1919), Chinese anarchist and revolutionary act…
劉德華	Andy Lau (1961-), Hong Kong Cantopop singer and actor
劉心武	Liu Xinwu (1942-), novelist
劉恆	Liu Heng, personal name of Han emperor Han Wendi 漢文帝|汉文帝
劉慈欣	Liu Cixin (1963-), Chinese science fiction writer
劉昫	Liu Xu (887-946), politician in Later Jin of the Five Dynasties…
劉曉波	Liu Xiaobo (1955-2017), Beijing writer and human rights activis…
劉松齡	Ferdinand Augustin Hallerstein (1703-1774), Slovenian Jesuit mi…
劉毅	Liu Yi (-285), famous incorruptible official of Western Jin dyn…
劉洋	Liu Yang (1978-), China's first female astronaut in space (June…
劉海	bangs; fringe (hair)
劉涓子	Liu Juanzi, legendary alchemist and creator of magic potions
劉涓子鬼遺方	Liu Juanzi's medical recipes bequeathed by the ghost Huang Fugu…
劉淵	Liu Yuan (c. 251–310), warlord at the end of the Western Jin dy…
劉熙	Liu Xi (late Han, c. 200 AD), possibly the author of 釋名|释名[Shi4…
劉禪	Liu Shan (207-271), son of Liu Bei, reigned as Shu Han emperor…
劉禹錫	Liu Yuxi (772-842), Tang poet
劉義慶	Liu Yiqing (403-444), writer of South Song Dynasty, compiler an…
劉翔	Liu Xiang (1983-), Chinese gold-medal hurdler of the 2004 Olymp…
劉表	Liu Biao (142-208), warlord
劉裕	Liu Yu, founder of Song of the Southern dynasties 劉宋|刘宋[Liu2 So…
劉貴今	Liu Guijin (1945–), Chinese diplomat, ambassador to South Afric…
劉賓雁	Liu Binyan (1925-2005), journalist and novelist, condemned by M…
劉邦	Liu Bang (256 or 247-195 BC), bandit leader who became first Ha…
劉金寶	Liu Jinbao (1952-), CEO of the Bank of China (Hong Kong) 1997-2…
劉雲山	Liu Yunshan (1947-), PRC politician, background in journalism i…
劉青雲	Lau Ching-Wan (1964-), Hong Kong actor
劉鶚	Liu E (1857-1909), late Qing novelist, author of 老殘遊記|老残游记[Lao3…
劊	to amputate; to cut off
劊子手	executioner; headsman
劌	cut; injure
劍	double-edged sword
劍嘴鶥	(bird species of China) slender-billed scimitar babbler (Pomato…
劍客	swordsman
劍尖	point; sharp end
劍川	see 劍川縣|剑川县[Jian4 chuan1 Xian4]
劍川縣	Jianchuan, a county in Dali Bai Autonomous Prefecture 大理白族自治州[D…
劍拔弩張	lit. with swords drawn and bows bent (idiom); fig. a state of m…
劍指	(fig.) to target; to set one's sights on (a goal, problem etc)
劍柄	sword hilt
劍標	(typography) dagger (†)
劍橋	Cambridge
劍橋大學	University of Cambridge
劍河	see 劍河縣|剑河县[Jian4 he2 Xian4]
劍河縣	Jianhe, a county in Qiandongnan Miao and Dong Autonomous Prefec…
劍法	fencing; sword-play
劍眉星目	(idiom) straight, thick, upward-inclined eyebrows and eyes that…
劍術	swordsmanship
劍走偏鋒	the sword moves with side stroke (modern idiom)
劍走蜻蛉	the sword moves like a dragon-fly (modern idiom)
劍身	sword blade
劍道	kendō (sports)
劍閣	see 劍閣縣|剑阁县[Jian4 ge2 Xian4]
劍閣縣	Jiange, a county in Guangyuan City 廣元市|广元市[Guang3 yuan2 Shi4]…
劍魚	swordfish
劍魚座	Dorado (constellation)
劍鴴	(bird species of China) common ringed plover (Charadrius hiatic…
劍麻	sisal hemp
劍齒虎	saber-toothed tiger
劍龍	stegosaurus
劏	(Cantonese) to butcher; to cut open; to chop up (used in 劏房|㓥房[…
劏房	(HK) subdivided flat (apartment); partitioned apartment; tiny r…
劐	(coll.) to slit with a knife; (variant of 耠[huo1]) hoe
劐弄	(dialect) to mix; to stir
劑	(bound form) a compound made by mixing ingredients (esp. a medi…
劑型	delivery mechanism of a medicine (e.g. pill, powder etc)
劑子	piece of dough cut to the right size (for making jiaozi etc)
劑次	instance of administering a dose of vaccine
劑量	dosage; prescribed dose of medicine
劑量當量	dose equivalent
劒	variant of 劍|剑[jian4]
劓	cut off the nose
劖	bore; cut
劘	whittle
劙	a divide, to partition
力	power; force
力不从心	(idiom) to lack the ability to do what one would wish
力不勝任	not to be up to the task (idiom); incompetent
力不從心	(idiom) to lack the ability to do what one would wish
力不胜任	not to be up to the task (idiom); incompetent
力主	advocate strongly
力争	to work hard for; to do all one can
力争上游	to strive for mastery (idiom); aiming for the best result
力传递	mechanical transmission
力作	to put effort into (work, farming, writing etc); a masterpiece
力促	to urge; to press (for action)
力保	to seek to protect; to ensure
力保健	Lipovitan (energy drink)
力偶	moment of forces (mechanics)
力傳遞	mechanical transmission
力克	to prevail with difficulty
力劝	to strongly urge
力勸	to strongly urge
力图	to try hard to; to strive to
力圖	to try hard to; to strive to
力场	force field (physics)
力場	force field (physics)
力士	strong man; sumo wrestler
力大无比	having matchless strength
力大无穷	extraordinary strength; super strong
力大無比	having matchless strength
力大無窮	extraordinary strength; super strong
力娇酒	(loanword) liqueur
力嬌酒	(loanword) liqueur
力学	(physics) mechanics; (literary) to study hard
力学传递	mechanical transmission
力學	(physics) mechanics; (literary) to study hard
力學傳遞	mechanical transmission
力宝	Lippo (Group) (Indonesian conglomerate)
力寶	Lippo (Group) (Indonesian conglomerate)
力尽神危	(idiom) physically and mentally exhausted
力工	manual laborer; unskilled laborer
力帆	Lifan Group (auto manufacturer in Chongqing)
力度	strength; vigor
力征	by force; to conquer by force of arms
力心	fulcrum; center of force
力戒	to try everything to avoid; to guard against
力战	to fight with all one's might
力戰	to fight with all one's might
力所不及	beyond one's power (to do sth)
力所能及	as far as one's capabilities extend (idiom); to the best of one…
力拓	Rio Tinto (UK-Australian mining corporation)
力拚	(Tw) to put one's efforts into (sth); to work at (sth)
力挫	to win as a result of tenacious effort
力挺	to strongly support; to firmly back
力挽狂澜	to pull strongly against a crazy tide (idiom); fig. to try hard…
力挽狂瀾	to pull strongly against a crazy tide (idiom); fig. to try hard…
力排众议	to stand one's ground against the opinion of the masses (idiom)
力排眾議	to stand one's ground against the opinion of the masses (idiom)
力攻	to assault; to attack in force
力有未逮	beyond one's reach or power (to do sth)
力比多	(loanword) libido
力气	physical strength
力氣	physical strength
力求	to make every effort to; striving to do one's best
力波	Reeb, a beer brand
力爭	to work hard for; to do all one can
力爭上游	to strive for mastery (idiom); aiming for the best result
力畜	draft animal; beast of burden
力盡神危	(idiom) physically and mentally exhausted
力矩	torque
力竭	exhausted; worn out
力臂	lever arm (i.e. perpendicular distance from the fulcrum to the…
力荐	to strongly recommend
力薦	to strongly recommend
力行	to practice diligently; to act energetically
力道	strength; power
力量	power; force; strength
力量均衡	balance of power
力錢	payment to a porter
力钱	payment to a porter
力阻	to block; to prevent by force
劝	to advise; to urge
劝农	(historical) to encourage farming; to encourage farmers to cult…
劝农使	commissioner for the encouragement of agriculture, an official…
劝动	to incite
劝勉	to advise; to encourage
劝化	to exhort (sb) to live a virtuous life (Buddhism)
劝告	to advise; to urge
劝和	to mediate; to urge peace
劝善惩恶	to encourage virtue and punish evil (idiom); fig. poetic justice
劝导	to advise; to attempt to convince
劝慰	to console
劝戒	variant of 勸誡|劝诫[quan4 jie4]
劝教	to advise and teach; to persuade and instruct
劝服	to persuade; to convince; to win (sb) over
劝架	to mediate in a quarrel
劝止	to dissuade; to persuade sb to desist
劝解	conciliation; mediation
劝诫	to exhort; to admonish
劝诱	to prevail upon; to coax
劝说	to persuade; persuasion
劝谏	to admonish
劝退	to try to persuade sb to withdraw (from a job, candidacy, schoo…
劝酒	to urge sb to drink alcohol
劝阻	to advise against; to dissuade
劝驾	to urge sb to accept a post; to urge sb to agree to do sth
办	to take care of (a matter); to deal with (a task, procedure etc…
办不到	cannot be done; not feasible; impossible to accomplish
办事	to handle (affairs); to work
办事处	office; agency; bureau
办公	to handle official business (usu. in an office); to do (office)…
办公厅	general office
办公地址	business address; office address
办公大楼	office building
办公室	office; business premises
办公时间	office hours
办公桌	office desk
办公楼	office building
办公自动化	office automation
办到	to accomplish; to get (sth) done
办好	to take care of (a matter); to get (a task) done; to handle (a…
办妥	to arrange; to settle
办学	to run a school
办年货	to shop in preparation for Chinese New Year
办报	to run a newspaper; to publish a newspaper
办案	to handle a (criminal) case
办桌	(Tw) to hold a banquet; to provide catering
办法	way of handling sth; means; measure; (practical) solution to a…
办理	to handle; to transact; to conduct
办罪	(formal) to prosecute or punish sb for a crime; to hold sb lega…
办证	to apply for a certificate, permit, license or ID
办货	to purchase goods (for a company etc)
办酒席	to prepare a feast
功	meritorious deed or service; achievement
功不可沒	one's contributions cannot go unnoticed (idiom)
功不可没	one's contributions cannot go unnoticed (idiom)
功业	achievement; outstanding work
功亏一篑	lit. to ruin the enterprise for the sake of one basketful
功令	(historical) official decree; statute
功利	utility
功利主义	utilitarianism
功利主義	utilitarianism
功到自然成	effort will undoubtedly lead to success (idiom)
功力	merit; efficacy
功劳	contribution; meritorious service
功劳簿	record of achievements; (fig.) laurels (as sth one rests on)
功勋	meritorious service; distinguished contribution; achievement of…
功勞	contribution; meritorious service
功勞簿	record of achievements; (fig.) laurels (as sth one rests on)
功勳	meritorious service; distinguished contribution; achievement of…
功名	scholarly honor (in imperial exams); rank
功名利祿	position and wealth (idiom); rank, fame and fortune
功名利禄	position and wealth (idiom); rank, fame and fortune
功夫	skill; art
功夫流感	Chinese translation of "kung flu", a term used by US President…
功夫球	see 鐵球|铁球[tie3 qiu2]
功夫病毒	kung flu
功夫茶	very concentrated type of tea drunk in Chaozhou, Fujian and Tai…
功完行满	to fully achieve one's ambitions (idiom)
功完行滿	to fully achieve one's ambitions (idiom)
功底	training in the basic skills; knowledge of the fundamentals
功德	achievements and virtue
功德圆满	virtuous achievements come to their successful conclusion (idio…
功德圓滿	virtuous achievements come to their successful conclusion (idio…
功德无量	no end of virtuous achievements (idiom); boundless beneficence
功德無量	no end of virtuous achievements (idiom); boundless beneficence
功成不居	not to claim personal credit for achievement (idiom)
功成名就	to win success and recognition (idiom)
功放	power amplifier (abbr. for 功率放大器[gong1 lu : 4 fang4 da4 qi4])
功效	efficacy
功敗垂成	to fail within sight of success (idiom); last-minute failure
功業	achievement; outstanding work
功烈	achievement
功率	power (rate of doing work, measured in watts)
功用	function
功績	feat; contribution
功绩	feat; contribution
功罪	achievements and crimes
功耗	electric consumption; power wastage
功能	function; capability
功能团	(chemistry) functional group
功能團	(chemistry) functional group
功能性	functionality
功能性磁共振成像	functional magnetic resonance imaging (fMRI)
功能机	feature phone
功能模块	functional module
功能模塊	functional module
功能機	feature phone
功能磁共振成像术	functional magnetic resonance imaging (fMRI)
功能磁共振成像術	functional magnetic resonance imaging (fMRI)
功能群	(ecology) functional group
功能表	menu (software)
功能詞	function word
功能词	function word
功能集	function library
功能飲料	functional beverage
功能饮料	functional beverage
功臣	meritorious official
功莫大焉	no greater contribution has been made than this (idiom)
功虧一簣	lit. to ruin the enterprise for the sake of one basketful
功課	homework; assignment
功课	homework; assignment
功败垂成	to fail within sight of success (idiom); last-minute failure
功过	merits and demerits; contributions and errors
功過	merits and demerits; contributions and errors
功高不賞	high merit that one can never repay (idiom); invaluable achieve…
功高不赏	high merit that one can never repay (idiom); invaluable achieve…
功高望重	high merit and worthy prospects (idiom)
功高盖主	lit. one's accomplishments overshadow the authority of the sove…
功高蓋主	lit. one's accomplishments overshadow the authority of the sove…
加	Canada (abbr. for 加拿大[Jia1 na2 da4]); to add
加上	plus; to put in
加之	moreover; in addition to that
加人一等	a cut above; top quality
加仑	(loanword) gallon
加仓	(finance) to increase one's position
加以	(formal) to apply; to carry out; to take action to (do sth) (us…
加价	to increase a price
加來海峽	Strait of Calais in the English channel; Strait of Dover
加侖	(loanword) gallon
加俸	to raise one's pay
加俾額爾	Gabriel (biblical name)
加俾额尔	Gabriel (biblical name)
加倉	(finance) to increase one's position
加倍	to double; to redouble
加值	to recharge (money onto a card) (Tw)
加值型網路	value added network; VAN
加值型网路	value added network; VAN
加價	to increase a price
加入	to become a member; to join
加兹尼	Ghazni (Afghan province)
加兹尼省	Ghazni or Ghaznah province of Afghanistan
加冕	to crown; coronation
加农	(loanword) cannon
加农炮	(loanword) cannon
加冠	(in former times) coming-of-age ceremony at 20 years
加冰	(of a drink) iced; on the rocks
加减乘除	(idiom) addition, subtraction, multiplication and division: the…
加减号	plus-minus sign (±); plus and minus signs (+ and -)
加分	bonus point; extra credit
加利利	Galilee (in biblical Palestine)
加利福尼亚	California
加利福尼亚大学	University of California
加利福尼亚大学洛杉矶分校	UCLA
加利福尼亚州	California
加利福尼亚理工学院	California Institute of Technology (Caltech)
加利福尼亞	California
加利福尼亞大學	University of California
加利福尼亞大學洛杉磯分校	UCLA
加利福尼亞州	California
加利福尼亞理工學院	California Institute of Technology (Caltech)
加利肋亚	Galilee (in biblical Palestine)
加利肋亞	Galilee (in biblical Palestine)
加利西亚	Galicia, province and former kingdom of northwest Spain
加利西亞	Galicia, province and former kingdom of northwest Spain
加剧	to intensify
加劇	to intensify
加加林	Yuri Gagarin (1934-1968), Russian cosmonaut, first human in spa…
加劲	to increase efforts; to make extra efforts
加劲儿	erhua variant of 加勁|加劲[jia1 jin4]
加勁	to increase efforts; to make extra efforts
加勁兒	erhua variant of 加勁|加劲[jia1 jin4]
加勒比	Caribbean
加勒比国家联盟	Association of Caribbean States
加勒比國家聯盟	Association of Caribbean States
加勒比海	Caribbean Sea
加压	to pressurize; to pile on pressure
加压釜	pressure chamber; pressurized cauldron
加号	(math.) plus sign (+)
加吉魚	porgy (Pagrosomus major)
加吉鱼	porgy (Pagrosomus major)
加和	to calculate the total; sum; total
加哩	(loanword) curry
加固	to reinforce (a structure); to strengthen
加国	Canada
加國	Canada
加塞儿	to push into a line out of turn; to cut in line; to jump the qu…
加塞兒	to push into a line out of turn; to cut in line; to jump the qu…
加壓	to pressurize; to pile on pressure
加壓釜	pressure chamber; pressurized cauldron
加多宝	JDB (Chinese beverage company)
加多寶	JDB (Chinese beverage company)
加大	to increase (e.g. one's effort)
加大力度	to try harder; to redouble one's efforts
加大努力	to try harder; to redouble one's efforts
加大油門	to accelerate; to step on the gas
加大油门	to accelerate; to step on the gas
加央	Kangar city, capital of Perlis state 玻璃市[Bo1 li2 shi4], Malaysia
加委	(of a government authority) to appoint (sb recommended by a sub…
加官	to be promoted; additional government post
加官晉爵	to confer a title an official position
加官晉級	to receive a promotion; to rise in rank
加官晋爵	to confer a title an official position
加官晋级	to receive a promotion; to rise in rank
加官进位	promotion in official post and salary raise (idiom)
加官进爵	promotion to the nobility (idiom)
加官进禄	promotion in official post and salary raise (idiom)
加官進位	promotion in official post and salary raise (idiom)
加官進爵	promotion to the nobility (idiom)
加官進祿	promotion in official post and salary raise (idiom)
加害	to injure
加宽	widen
加密	to encrypt; encryption
加密套接字协议层	Secure Sockets Layer (SSL) (computing)
加密套接字協議層	Secure Sockets Layer (SSL) (computing)
加密貨幣	cryptocurrency
加密货币	cryptocurrency
加寬	widen
加封	to seal up (a door with a paper seal, or a document)
加封官阶	to confer additional titles on a nobleman
加封官階	to confer additional titles on a nobleman
加尔各答	Calcutta (India)
加尔文	Calvin (1509-1564), French protestant reformer
加州	California
加州大学	University of California (abbr. for 加利福尼亞大學|加利福尼亚大学[Jia1 li4 fu…
加州大學	University of California (abbr. for 加利福尼亞大學|加利福尼亚大学[Jia1 li4 fu…
加州理工学院	California Institute of Technology (Caltech)
加州理工學院	California Institute of Technology (Caltech)
加工	to process; processing
加工厂	processing plant
加工廠	processing plant
加工成本	processing cost
加工貿易	process trade; trade involving assembly
加工贸易	process trade; trade involving assembly
加強	to reinforce; to strengthen; to enhance
加強針	(vaccine) booster shot
加强	to reinforce; to strengthen; to enhance
加强针	(vaccine) booster shot
加彭	Gabon (Tw)
加征	to levy an additional (tax or tariff)
加徵	to levy an additional (tax or tariff)
加德士	Caltex (petroleum brand name)
加德满都	Kathmandu, capital of Nepal
加德滿都	Kathmandu, capital of Nepal
加德納	Gardner (name)
加德纳	Gardner (name)
加德西	Gardasil (HPV vaccine)
加快	to accelerate; to speed up; to hasten
加急	to expedite; (of a delivery etc) expedited
加总	to aggregate; to calculate the total; aggregate; total
加息	(finance) to raise interest rates
加意	paying special care; with particular attention
加护	intensive care (in hospital)
加护病房	(Tw) intensive care unit (ICU)
加拉加斯	Caracas, capital of Venezuela
加拉太书	Epistle of St Paul to the Galatians
加拉太書	Epistle of St Paul to the Galatians
加拉巴哥斯	Galapagos
加拉巴哥斯群岛	Galapagos Islands
加拉巴哥斯群島	Galapagos Islands
加拉帕戈斯群岛	Galapagos Islands
加拉帕戈斯群島	Galapagos Islands
加拉罕	Leo Karakhan (1889-1937), Soviet ambassador to China 1921-26, e…
加拿大	Canada
加拿大太平洋鐵路	Canadian Pacific Railway
加拿大太平洋铁路	Canadian Pacific Railway
加拿大皇家	HMCS (Her Majesty's Canadian Ship)
加拿大皇家海军	Royal Canadian Navy
加拿大皇家海軍	Royal Canadian Navy
加拿大雁	(bird species of China) cackling goose (Branta hutchinsii)
加持	(Buddhism) (from Sanskrit "adhiṣṭhāna") blessings
加数	addend; summand
加數	addend; summand
加料	to feed in; to load (raw material, supplies, fuel etc)
加料鋼琴	prepared piano
加料钢琴	prepared piano
加时	(sports) overtime; extra time
加时赛	(sports) overtime; extra time
加時	(sports) overtime; extra time
加時賽	(sports) overtime; extra time
加权	(math.) to weight; weighting
加权平均	weighted average
加来海峡	Strait of Calais in the English channel; Strait of Dover
加查	see 加查縣|加查县[Jia1 cha2 Xian4]
加查县	Gyaca, a county in Shannan City 山南市[Shan1 nan2 Shi4], Tibet
加查縣	Gyaca, a county in Shannan City 山南市[Shan1 nan2 Shi4], Tibet
加格达奇	see 加格達奇區|加格达奇区[Jia1 ge2 da2 qi2 Qu1]
加格达奇区	Jiagedaqi, a district of Daxing'anling Prefecture 大興安嶺地區|大兴安岭地区…
加格達奇	see 加格達奇區|加格达奇区[Jia1 ge2 da2 qi2 Qu1]
加格達奇區	Jiagedaqi, a district of Daxing'anling Prefecture 大興安嶺地區|大兴安岭地区…
加權	(math.) to weight; weighting
加權平均	weighted average
加气	to aerate; to ventilate
加氟	to fluoridate (a public water supply)
加氢油	hydrogenated oil
加氣	to aerate; to ventilate
加氫油	hydrogenated oil
加沃特	(loanword) gavotte, French dance popular in 18th century
加沙	Gaza (territory adjacent to Israel and Egypt)
加沙地带	Gaza Strip
加沙地帶	Gaza Strip
加油	to add oil; to top up with gas; to refuel
加油工	gas station attendant
加油枪	fuel nozzle
加油槍	fuel nozzle
加油添醋	to add interest (to a story); to sex up
加油站	gas station
加法	addition
加注	to increase a bet; to raise (in poker); to raise the stakes
加泰罗尼亚	Catalonia
加泰羅尼亞	Catalonia
加派	to reinforce; to dispatch troops
加深	to deepen
加添	to add; to augment; to increase
加減乘除	(idiom) addition, subtraction, multiplication and division: the…
加減號	plus-minus sign (±); plus and minus signs (+ and -)
加温	to heat; to add warmth
加湿器	humidifier
加溫	to heat; to add warmth
加满	to top up; to fill to the brim
加滿	to top up; to fill to the brim
加演	to put on extra shows; to extend the run (of a show)
加濕器	humidifier
加点	to work extra hours; to do overtime
加热	to heat
加熱	to heat
加爾各答	Calcutta (India)
加爾文	Calvin (1509-1564), French protestant reformer
加特林	Gatling (name)
加特林机枪	Gatling gun
加特林機槍	Gatling gun
加班	to work overtime
加班費	overtime pay
加班费	overtime pay
加甜	sweeten
加百列	Gabriel (name); Archangel Gabriel of the Annunciation
加的夫	Cardiff
加的斯	Cádiz, Spain
加盖	to seal (with an official stamp); to stamp
加盟	(of a nation) to join an alliance; (of an athlete) to join a sp…
加盟店	franchise store
加码	to ratchet up; to raise (expectations etc)
加碼	to ratchet up; to raise (expectations etc)
加粗	to make text bold
加納	Ghana
加索尔	Gasol (name)
加索爾	Gasol (name)
加紧	to intensify; to speed up
加緊	to intensify; to speed up
加總	to aggregate; to calculate the total; aggregate; total
加繆	Albert Camus (1913-1960), French-Algerian philosopher, author…
加纳	Ghana
加缪	Albert Camus (1913-1960), French-Algerian philosopher, author…
加罗林群岛	Caroline Islands
加羅林群島	Caroline Islands
加航	Air Canada
加茲尼	Ghazni (Afghan province)
加茲尼省	Ghazni or Ghaznah province of Afghanistan
加菲猫	Garfield (the comic-strip cat)
加菲貓	Garfield (the comic-strip cat)
加蓋	to seal (with an official stamp); to stamp
加蓬	Gabon
加薪	to raise salary
加藤	Katō (Japanese surname)
加號	(math.) plus sign (+)
加西亚	Garcia (person name)
加西亞	Garcia (person name)
加註	to add a note; to annotate
加試	to add material to an exam; supplementary exam
加護	intensive care (in hospital)
加護病房	(Tw) intensive care unit (ICU)
加试	to add material to an exam; supplementary exam
加購	to buy (sth extra); to make an additional purchase
加賽	(sports) to have an additional tie-breaking match or period of…
加购	to buy (sth extra); to make an additional purchase
加赛	(sports) to have an additional tie-breaking match or period of…
加足馬力	to go at full throttle; (fig.) to go all out
加足马力	to go at full throttle; (fig.) to go all out
加車	extra bus or train
加載	to load (cargo); (computing) to load (content)
加车	extra bus or train
加载	to load (cargo); (computing) to load (content)
加辣	to add spice; to make it spicy
加農	(loanword) cannon
加農炮	(loanword) cannon
加达里	Guattari (philosopher)
加进	to add; to mix in
加速	to accelerate; to speed up; to expedite
加速器	accelerator (computing); particle accelerator
加速度	acceleration
加速踏板	accelerator pedal
加進	to add; to mix in
加達里	Guattari (philosopher)
加那利群岛	Canary Islands
加那利群島	Canary Islands
加里	Gary (name); potassium (loanword)
加里宁格勒	Kaliningrad, town on Baltic now in Russian republic
加里宁格勒州	Kaliningrad Oblast
加里寧格勒	Kaliningrad, town on Baltic now in Russian republic
加里寧格勒州	Kaliningrad Oblast
加里曼丹	Kalimantan (Indonesian part of the island of Borneo)
加里曼丹岛	Kalimantan island (Indonesian name for Borneo island)
加里曼丹島	Kalimantan island (Indonesian name for Borneo island)
加里波第	Guiseppe Garibaldi (1807-1882), Italian military commander and…
加里肋亚	Galilee
加里肋亚海	Sea of Galilee
加里肋亞	Galilee
加里肋亞海	Sea of Galilee
加重	to make heavier; to emphasize
加重語氣	to give emphasis; with emphasis
加重语气	to give emphasis; with emphasis
加錢	to pay extra; to pay more
加钱	to pay extra; to pay more
加長	to lengthen
加长	to lengthen
加餐	to have an extra meal; snack
加麻大	(slang) Canada
加點	to work extra hours; to do overtime
务	affair; business
务农	farming; to work the land
务实	to deal with concrete matters; pragmatic
务川	see 務川仡佬族苗族自治縣|务川仡佬族苗族自治县[Wu4 chuan1 Ge1 lao3 zu2 Miao2 zu2 Zi4…
务川仡佬族苗族自治县	Wuchuan Gelao and Miao Autonomous County, in Zunyi City 遵義市|遵义市…
务川县	see 務川仡佬族苗族自治縣|务川仡佬族苗族自治县[Wu4 chuan1 Ge1 lao3 zu2 Miao2 zu2 Zi4…
务工	to work as a laborer
务必	must; to need to
务期	it is essential to (complete a project on time, be thorough etc)
务虚	to discuss matters of principle (as opposed to concrete issues)
务请	please (formal)
劢	put forth effort
劣	inferior
劣势	inferior; disadvantaged
劣勢	inferior; disadvantaged
劣币驱逐良币	bad money drives out good money (economics)
劣幣驅逐良幣	bad money drives out good money (economics)
劣汰	elimination of the weak (cf. 優勝劣汰|优胜劣汰[you1 sheng4 lie4 tai4])
劣等	poor-quality; inferior
